new_order,91120564,255960928387085,336
payment,25295896,255960953781896,336
payment,32459246,255960986363140,336
payment,35152730,255961021640075,336
payment,74152386,255961095915994,336
new_order,93957232,255961189996353,336
payment,26092367,255961216150698,336
payment,36736576,255961252939615,336
payment,24182575,255961277242229,336
new_order,51328453,255961328627396,336
new_order,80150656,255961408899785,336
payment,30929340,255961439950705,336
delivery,28069439,255961468077235,336
delivery,27825254,255961495984533,336
delivery,27924594,255961523965408,336
delivery,28766183,255961552850978,336
delivery,28890167,255961581860398,336
delivery,27247016,255961609230530,336
delivery,29453692,255961638764641,336
delivery,29444979,255961668320903,336
delivery,28378439,255961696817968,336
delivery,29019547,255961725958122,336
new_order,69472500,255961795549402,336
payment,27402588,255961823010470,336
new_order,61351326,255961884481053,336
new_order,138960896,255962023561098,336
new_order,61585952,255962085279296,336
payment,53497989,255962138896883,336
delivery,27221126,255962166258416,336
delivery,25683938,255962192061521,336
delivery,29095775,255962221281184,336
delivery,28275997,255962249694939,336
delivery,27861223,255962277614783,336
delivery,28131077,255962305870981,336
delivery,30095615,255962336024468,336
delivery,27515251,255962363598494,336
delivery,26621290,255962390338939,336
delivery,29071546,255962419467767,336
delivery,25533961,255962445056813,336
delivery,27524673,255962472637261,336
delivery,27000521,255962499744802,336
delivery,30065046,255962529939096,336
delivery,26796165,255962556791347,336
delivery,32648966,255962589560774,336
delivery,26365850,255962616057909,336
delivery,26478705,255962642656926,336
delivery,25924290,255962668690021,336
delivery,32376228,255962701188117,336
payment,78930912,255962780174400,336
new_order,237131473,255963017361655,336
payment,22968537,255963040388141,336
new_order,87264977,255963127708713,336
stock_level,21705939,255963149513745,336
order_status,16752466,255963166326684,336
payment,36508242,255963202954334,336
payment,25868742,255963228942794,336
payment,34586065,255963263627997,336
new_order,193024346,255963456759146,336
new_order,89098314,255963545917893,336
new_order,68638258,255963614696795,336
payment,33679693,255963648441292,336
payment,34424908,255963682973172,336
new_order,25686690528,255989369786309,336
#end,28,532646,336
