new_order,130072318,255960140882054,144
new_order,70743190,255960211858174,144
payment,25339560,255960237268259,144
payment,33254512,255960270646159,144
new_order,68681894,255960339452032,144
new_order,80080007,255960419665412,144
payment,35098378,255960454819650,144
payment,35591689,255960490532020,144
new_order,107245744,255960597897718,144
payment,25247184,255960623268501,144
order_status,16274517,255960639664251,144
payment,25514174,255960665320567,144
payment,37199028,255960702682895,144
payment,24073869,255960726812960,144
new_order,96001794,255960822936082,144
payment,81689920,255960904768789,144
new_order,83470689,255960988361137,144
new_order,59994521,255961048481060,144
new_order,137353811,255961185955742,144
payment,23934635,255961210012323,144
payment,35023470,255961245170922,144
new_order,64959550,255961310254697,144
new_order,243636029,255961554012891,144
new_order,92064707,255961646199594,144
delivery,27087688,255961673408701,144
delivery,27669465,255961701221990,144
delivery,26801933,255961728165762,144
delivery,29069859,255961757292397,144
delivery,28025318,255961785438231,144
delivery,28107631,255961813667199,144
delivery,32791799,255961846580071,144
delivery,28951171,255961875651752,144
delivery,28506375,255961904279038,144
delivery,26865179,255961931270217,144
order_status,16708278,255961948098815,144
new_order,58558125,255962006780202,144
new_order,106943827,255962113833261,144
payment,35845741,255962149799317,144
payment,68682909,255962218602745,144
payment,24490703,255962243149287,144
payment,23853132,255962267058978,144
order_status,16377313,255962283495285,144
new_order,122955680,255962406550146,144
payment,36628986,255962443301738,144
payment,25902361,255962469325823,144
new_order,81735887,255962551183544,144
payment,36108037,255962587414727,144
payment,85361880,255962672897219,144
payment,38144884,255962711168612,144
payment,35403339,255962746692356,144
new_order,92851629,255962839600746,144
new_order,80194277,255962919850625,144
new_order,121944823,255963041893866,144
new_order,84494756,255963126549481,144
new_order,113580094,255963240249885,144
payment,28915724,255963269286515,144
new_order,113194842,255963382602293,144
payment,39879255,255963422602470,144
payment,26848056,255963449573392,144
payment,47675882,255963497325556,144
payment,35945639,255963533392472,144
new_order,63244564,255963596758449,144
payment,42968669,255963639847805,144
new_order,126043621,255963766012178,144
payment,38795428,255963804928257,144
new_order,126084866,255963931140134,144
payment,28218299,255963959478582,144
stock_level,20819301,255963980419001,144
payment,39573823,255964020113194,144
new_order,84089501,255964104323907,144
payment,41812620,255964146257303,144
payment,35167828,255964181552188,144
payment,26247482,255964207856029,144
payment,36646169,255964244623271,144
new_order,103306896,255964348050777,144
new_order,61706877,255964409878961,144
payment,28510218,255964438509716,144
payment,27926923,255964466557772,144
new_order,120080416,255964586779045,144
payment,27748821,255964614628312,144
payment,59412415,255964674096633,144
new_order,76729191,255964750947583,144
new_order,74235835,255964825304771,144
stock_level,23073866,255964848499569,144
stock_level,24958807,255964873579222,144
new_order,89739949,255964963439924,144
payment,28303321,255964991799163,144
new_order,149654658,255965141586033,144
new_order,98341571,255965239986241,144
new_order,78277879,255965318385368,144
new_order,121440951,255965439968119,144
new_order,103328266,255965543434795,144
new_order,80471209,255965623961868,144
payment,39576069,255965663658692,144
payment,50572975,255965714352268,144
payment,39877520,255965754285631,144
new_order,22374575579,255988128981795,144
#end,28,118244,144
