new_order,182899925,302751735606740,224
order_status,17158999,302751753054412,224
payment,32624174,302751785809130,224
new_order,118348229,302751904287399,224
new_order,124331978,302752028733809,224
payment,49215839,302752078089554,224
new_order,179892820,302752258043194,224
new_order,78579204,302752336751619,224
payment,30262655,302752367143434,224
payment,47845985,302752415133052,224
new_order,142607059,302752557867981,224
delivery,32875840,302752590802517,224
delivery,39292619,302752630209879,224
delivery,35313523,302752665644840,224
delivery,37167719,302752702942780,224
delivery,35825689,302752738889145,224
delivery,36924638,302752775934339,224
delivery,32919502,302752808981304,224
delivery,35525364,302752844564293,224
delivery,34424302,302752879145390,224
delivery,39156544,302752918422124,224
payment,43778938,302752962350424,224
stock_level,22240020,302752984710750,224
new_order,148410452,302753133250999,224
new_order,154306570,302753287679042,224
order_status,19145662,302753306971732,224
new_order,189679486,302753496779738,224
new_order,134000442,302753630900217,224
payment,44937891,302753675928751,224
new_order,83979920,302753760034689,224
new_order,80926601,302753841071127,224
new_order,87324776,302753928516198,224
new_order,87364188,302754016003282,224
new_order,61036421,302754077163632,224
payment,36833324,302754114117592,224
new_order,83620852,302754197845854,224
new_order,94650736,302754292619356,224
payment,41887792,302754334626636,224
payment,46114447,302754380870389,224
new_order,94702501,302754475692497,224
new_order,72399870,302754548148261,224
payment,53492062,302754601762056,224
new_order,129204422,302754731077098,224
order_status,18879828,302754750118131,224
payment,40300763,302754790538884,224
order_status,16511706,302754807109490,224
payment,67682183,302754874911208,224
new_order,68171317,302754943138078,224
payment,34625503,302754977820051,224
new_order,207975445,302755185953575,224
stock_level,181005597,302755367079086,224
new_order,103246003,302755470380490,224
payment,38989801,302755509427813,224
new_order,79020928,302755588571747,224
new_order,96970123,302755685661605,224
new_order,141723159,302755827504754,224
new_order,95145508,302755922769861,224
payment,42267356,302755965147499,224
payment,34866807,302756000149240,224
payment,69476166,302756069745430,224
new_order,87787168,302756157654262,224
payment,28073845,302756185848376,224
payment,29527625,302756215500071,224
payment,44122486,302756259742380,224
payment,34936310,302756294782232,224
order_status,16643861,302756311552450,224
new_order,150587396,302756462196345,224
new_order,210371042,302756672686688,224
new_order,77293534,302756750088333,224
new_order,116261687,302756866462021,224
payment,45629666,302756912163130,224
new_order,156988056,302757069213924,224
payment,38368060,302757107712810,224
payment,47515358,302757155287239,224
payment,33349446,302757188695407,224
new_order,83701214,302757272456053,224
payment,125620908,302757398207649,224
payment,62338229,302757460667209,224
