16.274517,0.01
16.274517,0.02
16.274517,0.03
16.274517,0.04
16.274517,0.05
16.274517,0.06
16.274517,0.07
16.274517,0.08
16.364292,0.09
16.364292,0.1
16.364292,0.11
16.364292,0.12
16.364292,0.13
16.364292,0.14
16.364292,0.15
16.364292,0.16
16.377313,0.17
16.377313,0.18
16.377313,0.19
16.377313,0.2
16.377313,0.21
16.377313,0.22
16.377313,0.23
16.377313,0.24
16.377313,0.25
16.48436,0.26
16.48436,0.27
16.48436,0.28
16.48436,0.29
16.48436,0.3
16.48436,0.31
16.48436,0.32
16.48436,0.33
16.708278,0.34
16.708278,0.35
16.708278,0.36
16.708278,0.37
16.708278,0.38
16.708278,0.39
16.708278,0.4
16.708278,0.41
17.009787,0.42
17.009787,0.43
17.009787,0.44
17.009787,0.45
17.009787,0.46
17.009787,0.47
17.009787,0.48
17.009787,0.49
17.009787,0.5
17.345729000000002,0.51
17.345729000000002,0.52
17.345729000000002,0.53
17.345729000000002,0.54
17.345729000000002,0.55
17.345729000000002,0.56
17.345729000000002,0.57
17.345729000000002,0.58
17.460628,0.59
17.460628,0.6
17.460628,0.61
17.460628,0.62
17.460628,0.63
17.460628,0.64
17.460628,0.65
17.460628,0.66
17.481713,0.67
17.481713,0.68
17.481713,0.69
17.481713,0.7
17.481713,0.71
17.481713,0.72
17.481713,0.73
17.481713,0.74
17.481713,0.75
17.672207999999998,0.76
17.672207999999998,0.77
17.672207999999998,0.78
17.672207999999998,0.79
17.672207999999998,0.8
17.672207999999998,0.81
17.672207999999998,0.82
17.672207999999998,0.83
19.364401,0.84
19.364401,0.85
19.364401,0.86
19.364401,0.87
19.364401,0.88
19.364401,0.89
19.364401,0.9
19.364401,0.91
20.629015,0.92
20.629015,0.93
20.629015,0.94
20.629015,0.95
20.629015,0.96
20.629015,0.97
20.629015,0.98
20.629015,0.99
