new_order,118237613,302752640098343,320
payment,52507356,302752692808688,320
new_order,89104791,302752782042888,320
new_order,92268109,302752977250699,320
new_order,170697938,302753148075812,320
new_order,114296314,302753262433574,320
new_order,136250302,302753398790528,320
new_order,93087617,302753491933564,320
new_order,139866194,302753631920009,320
delivery,31936332,302753664008293,320
delivery,32963480,302753697027422,320
delivery,35728762,302753732875301,320
delivery,32143604,302753765137985,320
delivery,32646700,302753797840238,320
delivery,34703694,302753832665803,320
delivery,33003125,302753865724162,320
delivery,39915948,302753905695449,320
delivery,51094825,302753956847632,320
delivery,35281726,302753992251768,320
payment,68625340,302754060999489,320
new_order,284613346,302754345732337,320
delivery,34779437,302754380589549,320
delivery,37141100,302754417851842,320
delivery,32049980,302754449990853,320
delivery,35729158,302754485775889,320
delivery,33825241,302754519720894,320
delivery,36174332,302754556018013,320
delivery,31315129,302754587390189,320
delivery,30526444,302754618035795,320
delivery,38736567,302754656892055,320
delivery,35821859,302754692833578,320
new_order,99605593,302754792494757,320
new_order,157783078,302754950398411,320
payment,45560412,302754996056990,320
payment,50947325,302755047124283,320
new_order,77099185,302755124301331,320
new_order,240767152,302755365201122,320
payment,45184535,302755410441583,320
payment,60426849,302755471003989,320
payment,70214141,302755541273837,320
new_order,84475205,302755625882261,320
payment,43042871,302755668997140,320
payment,67311564,302755736379473,320
payment,41485290,302755777984714,320
new_order,122751934,302755900843843,320
new_order,77841666,302755978838684,320
new_order,96881342,302756075827251,320
new_order,121428166,302756197371242,320
new_order,83773593,302756281266515,320
delivery,38445921,302756319767855,320
delivery,35134835,302756355011369,320
delivery,37440917,302756392572074,320
delivery,32513234,302756425204141,320
delivery,34752364,302756460015513,320
delivery,27789644,302756487860440,320
delivery,29734162,302756517650243,320
delivery,31409769,302756549115204,320
delivery,32051707,302756581222756,320
delivery,30299886,302756611642792,320
order_status,19146868,302756630909655,320
payment,46875775,302756677904692,320
new_order,93612916,302756771637916,320
payment,53987622,302756825683639,320
payment,53465738,302756879269045,320
delivery,30694682,302756910084762,320
delivery,30433372,302756940576890,320
delivery,33860743,302756974493589,320
delivery,28957178,302757003516849,320
delivery,33305737,302757036954333,320
delivery,41866968,302757078952100,320
delivery,30129319,302757109202686,320
delivery,34315071,302757143638398,320
delivery,36315487,302757180073032,320
delivery,32846914,302757213039490,320
new_order,108211491,302757321306303,320
